step,seen_tokens,time_delta_s,run_name,local_window,global_window,mem_freq,lr_mult,train_loss,val_loss,train_perplexity,val_perplexity
511,25549489,0.9446754455566406,smollm/baseline,8192,8192,128,0.512,3.01469087600708,,20.382789611816406,
512,25599488,0.9727456569671631,smollm/baseline,8192,8192,128,0.513,2.9865405559539795,,19.817007064819336,
513,25649487,1.0328187942504883,smollm/baseline,8192,8192,128,0.514,2.9396533966064453,,18.909290313720703,
514,25699486,0.9558262825012207,smollm/baseline,8192,8192,128,0.515,2.863518714904785,,17.5230770111084,
515,25749485,0.9524099826812744,smollm/baseline,8192,8192,128,0.516,2.8625428676605225,,17.505985260009766,
516,25799484,0.9489648342132568,smollm/baseline,8192,8192,128,0.517,2.836379289627075,,17.053905487060547,
517,25849483,0.993736743927002,smollm/baseline,8192,8192,128,0.518,2.784252882003784,,16.187719345092773,
518,25899482,1.0067143440246582,smollm/baseline,8192,8192,128,0.519,2.812622547149658,,16.653535842895508,
519,25949481,0.9750759601593018,smollm/baseline,8192,8192,128,0.52,2.8777916431427,,17.77497673034668,
520,25999480,0.941455602645874,smollm/baseline,8192,8192,128,0.521,3.0535032749176025,,21.1894474029541,
521,26049479,0.9262547492980957,smollm/baseline,8192,8192,128,0.522,2.943028211593628,,18.973215103149414,
522,26099478,0.9959254264831543,smollm/baseline,8192,8192,128,0.523,2.6778736114501953,,14.554112434387207,
523,26149477,1.1164100170135498,smollm/baseline,8192,8192,128,0.524,2.8093414306640625,,16.598983764648438,
524,26199476,0.958122730255127,smollm/baseline,8192,8192,128,0.525,2.872969388961792,,17.68946647644043,
525,26249475,1.0002682209014893,smollm/baseline,8192,8192,128,0.526,2.797713041305542,,16.407081604003906,
526,26299474,1.0619325637817383,smollm/baseline,8192,8192,128,0.527,2.917912721633911,,18.502626419067383,
527,26349473,0.9791221618652344,smollm/baseline,8192,8192,128,0.528,2.888589859008789,,17.967954635620117,
528,26399472,0.9985339641571045,smollm/baseline,8192,8192,128,0.529,2.800295352935791,,16.449504852294922,
529,26449471,1.0261592864990234,smollm/baseline,8192,8192,128,0.53,2.835466146469116,,17.038341522216797,
530,26499470,0.953916072845459,smollm/baseline,8192,8192,128,0.531,2.8928780555725098,,18.045169830322266,
531,26549469,0.9456436634063721,smollm/baseline,8192,8192,128,0.532,2.97084379196167,,19.508373260498047,
532,26599468,0.978954553604126,smollm/baseline,8192,8192,128,0.533,3.0122127532958984,,20.332340240478516,
533,26649467,1.012566328048706,smollm/baseline,8192,8192,128,0.534,3.0226075649261475,,20.5447940826416,
534,26699466,0.9585809707641602,smollm/baseline,8192,8192,128,0.535,2.81463885307312,,16.687149047851562,
535,26749465,1.0435247421264648,smollm/baseline,8192,8192,128,0.536,2.7157931327819824,,15.116595268249512,
536,26799464,1.0438992977142334,smollm/baseline,8192,8192,128,0.537,2.8332645893096924,,17.000871658325195,
537,26849463,0.9853675365447998,smollm/baseline,8192,8192,128,0.538,2.8812928199768066,,17.837318420410156,
538,26899462,0.9688270092010498,smollm/baseline,8192,8192,128,0.539,2.8955790996551514,,18.093976974487305,
539,26949461,1.010232925415039,smollm/baseline,8192,8192,128,0.54,3.0808956623077393,,21.77789878845215,
540,26999460,1.1638803482055664,smollm/baseline,8192,8192,128,0.541,3.0459144115448,,21.029251098632812,
541,27049459,0.9612305164337158,smollm/baseline,8192,8192,128,0.542,2.8574581146240234,,17.417198181152344,
542,27099458,0.9698054790496826,smollm/baseline,8192,8192,128,0.543,3.0218005180358887,,20.52821922302246,
543,27149457,0.9514496326446533,smollm/baseline,8192,8192,128,0.544,2.917919635772705,,18.50275421142578,
544,27199456,1.0104575157165527,smollm/baseline,8192,8192,128,0.545,2.700279712677002,,14.883893966674805,
545,27249455,0.9671504497528076,smollm/baseline,8192,8192,128,0.546,2.772698163986206,,16.001750946044922,
546,27299454,1.0460841655731201,smollm/baseline,8192,8192,128,0.547,2.9718053340911865,,19.527141571044922,
547,27349453,1.058220386505127,smollm/baseline,8192,8192,128,0.548,2.973205089569092,,19.554492950439453,
548,27399452,0.9908163547515869,smollm/baseline,8192,8192,128,0.549,2.8451268672943115,,17.2037410736084,
549,27449451,0.9884798526763916,smollm/baseline,8192,8192,128,0.55,2.893829822540283,,18.062353134155273,
550,27499450,5.38972020149231,smollm/baseline,8192,8192,128,0.551,,2.8734375,,17.6977481842041
550,27499450,6.4009435176849365,smollm/baseline,8192,8192,128,0.551,2.9289398193359375,,18.707786560058594,
551,27549449,1.0254430770874023,smollm/baseline,8192,8192,128,0.552,2.780198097229004,,16.122215270996094,
552,27599448,0.9329190254211426,smollm/baseline,8192,8192,128,0.553,2.782766819000244,,16.163681030273438,
553,27649447,0.9551215171813965,smollm/baseline,8192,8192,128,0.554,2.8469009399414062,,17.234289169311523,
554,27699446,0.9781403541564941,smollm/baseline,8192,8192,128,0.555,2.7630717754364014,,15.848450660705566,
555,27749445,0.9801878929138184,smollm/baseline,8192,8192,128,0.556,2.892381191253662,,18.036205291748047,
556,27799444,0.9935505390167236,smollm/baseline,8192,8192,128,0.557,2.908235549926758,,18.324438095092773,
557,27849443,1.0788841247558594,smollm/baseline,8192,8192,128,0.558,2.828338146209717,,16.91732406616211,
558,27899442,0.9602715969085693,smollm/baseline,8192,8192,128,0.559,2.7909886837005615,,16.2971248626709,
559,27949441,1.011216402053833,smollm/baseline,8192,8192,128,0.56,2.810506820678711,,16.61833953857422,
560,27999440,0.9744629859924316,smollm/baseline,8192,8192,128,0.561,2.8730828762054443,,17.69147491455078,
561,28049439,1.079716682434082,smollm/baseline,8192,8192,128,0.562,2.922527313232422,,18.588207244873047,
562,28099438,1.0968272686004639,smollm/baseline,8192,8192,128,0.563,2.9831700325012207,,19.75032615661621,
563,28149437,0.9953610897064209,smollm/baseline,8192,8192,128,0.564,2.9474692344665527,,19.057662963867188,
564,28199436,0.9440910816192627,smollm/baseline,8192,8192,128,0.565,2.857006311416626,,17.409330368041992,
565,28249435,0.9768929481506348,smollm/baseline,8192,8192,128,0.566,2.8486227989196777,,17.26399040222168,
566,28299434,0.9584255218505859,smollm/baseline,8192,8192,128,0.567,2.7852065563201904,,16.20316505432129,
567,28349433,1.0544579029083252,smollm/baseline,8192,8192,128,0.568,2.7520899772644043,,15.675358772277832,
568,28399432,1.1756484508514404,smollm/baseline,8192,8192,128,0.569,2.939744472503662,,18.911012649536133,
569,28449431,1.1312768459320068,smollm/baseline,8192,8192,128,0.57,2.903351306915283,,18.23515510559082,
570,28499430,1.0357556343078613,smollm/baseline,8192,8192,128,0.571,2.912078619003296,,18.394994735717773,
571,28549429,0.9430053234100342,smollm/baseline,8192,8192,128,0.572,2.905869722366333,,18.28113555908203,
572,28599428,0.9775125980377197,smollm/baseline,8192,8192,128,0.573,2.79062819480896,,16.291250228881836,
573,28649427,0.9955966472625732,smollm/baseline,8192,8192,128,0.574,2.8463172912597656,,17.224233627319336,
574,28699426,0.9791324138641357,smollm/baseline,8192,8192,128,0.575,2.9011309146881104,,18.19470977783203,
575,28749425,1.081549882888794,smollm/baseline,8192,8192,128,0.576,2.916167736053467,,18.470367431640625,
576,28799424,1.0090935230255127,smollm/baseline,8192,8192,128,0.577,2.8867976665496826,,17.935781478881836,
577,28849423,1.2071282863616943,smollm/baseline,8192,8192,128,0.578,2.9559502601623535,,19.21997833251953,
578,28899422,1.7786977291107178,smollm/baseline,8192,8192,128,0.579,3.0838449001312256,,21.842222213745117,
579,28949421,1.3107335567474365,smollm/baseline,8192,8192,128,0.58,3.0526528358459473,,21.17143440246582,
580,28999420,1.189730167388916,smollm/baseline,8192,8192,128,0.581,2.904592514038086,,18.257802963256836,
581,29049419,1.0112524032592773,smollm/baseline,8192,8192,128,0.582,2.7064990997314453,,14.976751327514648,
582,29099418,1.1621301174163818,smollm/baseline,8192,8192,128,0.583,2.6899831295013428,,14.731427192687988,
583,29149417,1.0361933708190918,smollm/baseline,8192,8192,128,0.584,2.8521549701690674,,17.325077056884766,
584,29199416,0.9928910732269287,smollm/baseline,8192,8192,128,0.585,2.958425521850586,,19.267610549926758,
585,29249415,0.9749851226806641,smollm/baseline,8192,8192,128,0.586,2.828087091445923,,16.913076400756836,
586,29299414,0.9506423473358154,smollm/baseline,8192,8192,128,0.587,2.771348237991333,,15.980164527893066,
587,29349413,0.9754199981689453,smollm/baseline,8192,8192,128,0.588,2.7817909717559814,,16.14791488647461,
588,29399412,0.9666540622711182,smollm/baseline,8192,8192,128,0.589,2.773739814758301,,16.018428802490234,
589,29449411,0.9608938694000244,smollm/baseline,8192,8192,128,0.59,2.7881696224212646,,16.25124740600586,
590,29499410,1.0047478675842285,smollm/baseline,8192,8192,128,0.591,2.8229055404663086,,16.825666427612305,
591,29549409,0.9567668437957764,smollm/baseline,8192,8192,128,0.592,2.7937355041503906,,16.341951370239258,
592,29599408,0.9560065269470215,smollm/baseline,8192,8192,128,0.593,2.7809524536132812,,16.134380340576172,
593,29649407,1.0090553760528564,smollm/baseline,8192,8192,128,0.594,2.7646493911743164,,15.87347412109375,
594,29699406,0.9412510395050049,smollm/baseline,8192,8192,128,0.595,2.7505743503570557,,15.651618957519531,
595,29749405,0.9452357292175293,smollm/baseline,8192,8192,128,0.596,2.730973720550537,,15.347824096679688,
596,29799404,0.9986951351165771,smollm/baseline,8192,8192,128,0.597,2.847261428833008,,17.240503311157227,
597,29849403,0.9541003704071045,smollm/baseline,8192,8192,128,0.598,2.8774962425231934,,17.769725799560547,
598,29899402,1.0026004314422607,smollm/baseline,8192,8192,128,0.599,2.8024628162384033,,16.485197067260742,
599,29949401,1.1591439247131348,smollm/baseline,8192,8192,128,0.6,2.929124116897583,,18.71123504638672,
600,29999400,5.406983137130737,smollm/baseline,8192,8192,128,0.601,,2.8734375,,17.6977481842041
600,29999400,6.7708423137664795,smollm/baseline,8192,8192,128,0.601,2.9990453720092773,,20.06637191772461,
601,30049399,1.1954851150512695,smollm/baseline,8192,8192,128,0.602,3.024878978729248,,20.59151268005371,
602,30099398,0.9830737113952637,smollm/baseline,8192,8192,128,0.603,2.885011672973633,,17.903776168823242,
603,30149397,1.0186636447906494,smollm/baseline,8192,8192,128,0.604,2.8111939430236816,,16.6297607421875,
604,30199396,0.9636368751525879,smollm/baseline,8192,8192,128,0.605,2.8166983127593994,,16.72154998779297,
605,30249395,0.9575154781341553,smollm/baseline,8192,8192,128,0.606,2.976118564605713,,19.611547470092773,
606,30299394,1.0748562812805176,smollm/baseline,8192,8192,128,0.607,3.069474935531616,,21.530593872070312,
607,30349393,1.1428205966949463,smollm/baseline,8192,8192,128,0.608,3.0112624168395996,,20.313026428222656,
608,30399392,1.0404407978057861,smollm/baseline,8192,8192,128,0.609,2.9128410816192627,,18.409025192260742,
609,30449391,0.9582841396331787,smollm/baseline,8192,8192,128,0.61,2.9642412662506104,,19.379993438720703,
610,30499390,0.9479444026947021,smollm/baseline,8192,8192,128,0.611,2.8931171894073486,,18.04948616027832,
611,30549389,0.9670839309692383,smollm/baseline,8192,8192,128,0.612,2.737165689468384,,15.44315242767334,
612,30599388,0.9357812404632568,smollm/baseline,8192,8192,128,0.613,2.7928624153137207,,16.32769012451172,
613,30649387,0.9988193511962891,smollm/baseline,8192,8192,128,0.614,2.721778154373169,,15.2073392868042,
614,30699386,1.0576047897338867,smollm/baseline,8192,8192,128,0.615,2.6455888748168945,,14.091740608215332,
615,30749385,0.9762370586395264,smollm/baseline,8192,8192,128,0.616,2.8517026901245117,,17.317243576049805,
616,30799384,0.987018346786499,smollm/baseline,8192,8192,128,0.617,2.8925135135650635,,18.038593292236328,
617,30849383,1.0488035678863525,smollm/baseline,8192,8192,128,0.618,2.8659307956695557,,17.56539535522461,
618,30899382,1.0023155212402344,smollm/baseline,8192,8192,128,0.619,3.096216917037964,,22.114133834838867,
619,30949381,0.9545590877532959,smollm/baseline,8192,8192,128,0.62,3.0232577323913574,,20.558155059814453,
620,30999380,0.9587826728820801,smollm/baseline,8192,8192,128,0.621,2.8316500186920166,,16.97344398498535,
621,31049379,0.9623775482177734,smollm/baseline,8192,8192,128,0.622,2.990265369415283,,19.890960693359375,
622,31099378,0.9456593990325928,smollm/baseline,8192,8192,128,0.623,2.9710421562194824,,19.512243270874023,
623,31149377,0.9637706279754639,smollm/baseline,8192,8192,128,0.624,2.8973488807678223,,18.126028060913086,
624,31199376,1.0467326641082764,smollm/baseline,8192,8192,128,0.625,2.948591470718384,,19.07906150817871,
625,31249375,0.9680502414703369,smollm/baseline,8192,8192,128,0.626,2.811086416244507,,16.627973556518555,
